nctId,status,studyType,primaryPurpose
NCT06482008,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06478108,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06479759,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06474650,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06471608,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06475846,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06474572,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06477159,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06479629,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06474676,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06477939,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06475716,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06471868,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06475235,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06478693,RECRUITING,INTERVENTIONAL,TREATMENT
