nctId,status,studyType,primaryPurpose
NCT05890495,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05083780,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05183009,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05634382,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05410418,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06320912,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05589181,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03624400,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06005129,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05736133,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05785819,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03941574,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05873244,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04432623,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06200831,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05123014,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05714839,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03855917,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05622175,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05104593,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06474286,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05393674,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03462316,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03474978,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06096844,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05999396,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05336955,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06440057,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01189786,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04757116,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03989141,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06018207,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03873805,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04424394,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04369937,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02797457,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05946330,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00135200,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04694248,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05090384,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06040112,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00085930,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05763862,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05866120,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05728463,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06307925,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05955157,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04285892,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05456620,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05751694,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06334822,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04482413,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05757024,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06017115,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06064747,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05856045,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04946734,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02196792,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05422235,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03861273,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04169243,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05274750,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05393622,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05497804,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05891470,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05267821,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05828823,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04187703,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05276297,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06109272,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05517213,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05452642,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02285530,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05215808,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05688514,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06002841,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06135259,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05514483,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06316856,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05171673,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04453813,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05398250,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05665751,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01500551,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03540355,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04147013,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03367754,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04376034,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05410860,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05617157,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06352190,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03029884,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05524779,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05842018,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06071988,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05103358,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06242145,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05884580,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04935177,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05612295,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05155332,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05278208,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03742895,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04726059,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06373458,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04511013,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04651439,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06006026,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05644665,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04425018,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05159947,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03313895,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04670055,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06416553,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03293524,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05356299,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05754333,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04567784,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05416255,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06252662,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05949385,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06395181,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05674409,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04929223,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05487612,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03990610,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05895032,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05551741,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05082610,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05812989,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02151981,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05432206,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06068881,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06138964,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06402201,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05765266,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06187961,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06359938,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02947347,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06241170,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05332561,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06455449,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04063215,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05903573,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05748873,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04057105,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05070416,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05860023,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04481555,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03836378,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06163638,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04614909,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03592472,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04698213,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04293341,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04156893,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05640453,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04452305,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06014996,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05741905,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06279559,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05669846,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05085782,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06277219,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04085406,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06307587,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05115214,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04765800,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03646214,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05296356,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05980715,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05031416,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05278962,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05943535,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05993767,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06096337,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03805048,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06054919,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04837001,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05589584,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02866136,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05035693,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05237739,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05647200,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05850728,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05947513,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06245928,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06427135,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04082455,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04173988,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03992456,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02803905,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04924075,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06452563,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04024878,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03477500,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05215093,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04373122,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06161194,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04750642,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06281964,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02996552,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05232097,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01559935,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04516447,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03672825,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02090140,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06086821,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04859764,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04793035,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05488132,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05663060,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02105766,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05797610,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04316702,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05961098,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05767047,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06381830,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03911271,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04582383,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04186559,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04523857,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04076748,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04953806,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06006455,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06004752,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04097470,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05453552,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05617651,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04796636,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05507892,RECRUITING,INTERVENTIONAL,TREATMENT
NCT01585896,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05721261,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05838105,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06207136,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04004793,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03544736,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06234397,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06135064,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04029337,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02615600,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06439888,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05872841,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04507555,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03375788,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06417606,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05365568,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05583773,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06031844,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03337360,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04196413,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05854849,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05891821,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03680872,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03190889,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06308198,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03915678,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04930744,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05956899,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04505774,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04332744,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05781282,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06241261,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05803915,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05430737,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04958785,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05258331,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05832684,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05020782,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05076760,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06180408,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04037735,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05287126,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06275776,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05963672,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06247397,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06121986,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03506633,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05186558,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06348121,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06007027,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05280548,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06010628,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05586061,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01746849,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05260671,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03825796,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05726890,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04692597,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05304546,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05328401,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06384456,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04241341,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05468138,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01283438,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05548634,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03390504,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06282250,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03686202,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03201094,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04544098,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05713838,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04987138,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06044402,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06426992,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02929914,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06138834,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05745324,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05622305,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05625412,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03277170,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03541850,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03170960,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02777385,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04580368,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03606967,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05364944,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05061628,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05218187,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05075161,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05638958,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06259201,RECRUITING,INTERVENTIONAL,TREATMENT
NCT00974415,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05751434,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05775861,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06452498,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05806593,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06367192,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06353347,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT02235857,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04542785,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06460649,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03966170,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04410419,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05407974,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06054035,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05514132,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT01254903,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04765514,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04883437,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04569747,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04229329,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06404684,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT00593840,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06472986,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05724238,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06415734,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04716933,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04987216,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04629144,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05560659,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05051397,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05357040,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06340724,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT03571438,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05519241,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05446467,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04892277,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06224426,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04042753,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05406856,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06153095,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03132922,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04232358,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04721834,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT04348747,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03408080,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06385327,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05739162,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06190145,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06008795,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06000592,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03857321,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05175053,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06442436,NOT_YET_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06312306,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04464434,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04824482,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02535312,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05805813,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05564494,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04837313,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05232825,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05379634,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05821166,RECRUITING,INTERVENTIONAL,TREATMENT
NCT05713890,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06343402,RECRUITING,INTERVENTIONAL,TREATMENT
NCT02204085,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT05161468,RECRUITING,INTERVENTIONAL,TREATMENT
NCT04535999,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06377605,RECRUITING,INTERVENTIONAL,TREATMENT
NCT03781934,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
NCT06165731,RECRUITING,INTERVENTIONAL,TREATMENT
NCT06192667,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,TREATMENT
