,nctId,status,startDate,completionDate,description,condition,studyType,phases,enrollment,allocation,interventionModel,primaryPurpose,interventions,primaryOutcomes,eligibilityCriteria,location
497,NCT06476561,COMPLETED,2024-03-01,2024-05-10,,,OBSERVATIONAL,,384.0,,,,"[{'type': 'OTHER', 'name': '- Sociodemographic Assessment - Psychological Assessment - Quality of Life Assessment - D', 'description': 'The study involves several assessments to evaluate the impact of various factors on dual-task performance in elderly individuals:\n\n1. Sociodemographic Assessment: Collection of data on age, gender, education, income, marital status, and other relevant factors.\n2. Psychological Assessment: Use of the Depression Anxiety Stress Scales-21 (DASS-21) to measure levels of depression, anxiety, and stress.\n3. Quality of Life Assessment: Utilization of the World Health Organization Quality of Life Brief Form (WHOQOL-BREF) to assess physical health, psychological health, social relationships, and environment.\n4. Dual-Task Performance Evaluation: Measurement of the ability to perform a cognitive task (counting backward by threes) simultaneously with a motor task (Nine-Hole Peg Test). The dual-task cost (DTC) is calculated to quantify the impact of cognitive load on motor performance.', 'armGroupLabels': ['Elderly Participants in Iraq']}]","[{'measure': 'Dual-Task Performance', 'description': 'The primary outcome measure is the dual-task performance, assessed by the time taken to complete the Nine-Hole Peg Test (NHPT) while simultaneously performing a cognitive task of counting backward by threes.\n\nThis metric characterizes the impact of cognitive load on motor performance, with higher DTC values indicating greater difficulty in managing dual tasks.', 'timeFrame': ""The measurement is assessed at a single point in time during the participant's enrollment visit, immediately following the completion of both single-task and dual-task conditions.""}]","Inclusion Criteria:

* Age 60 years and above
* Healthy community-dwelling individuals
* Ability to understand and comply with study procedures
* Willingness to provide informed consent
* Residing in Najaf, Iraq

Exclusion Criteria:

* Severe physical health conditions
* Severe mental health conditions (e.g., severe depression, severe anxiety, schizophrenia)
* Cognitive status below the Mild Cognitive Impairment (MCI) limit
* Language barriers preventing understanding of study procedures
* Severe communication issues
* Unwillingness to participate
* Presence of consciousness disorders such as dementia
* Any condition that, in the opinion of the investigators, would interfere with the ability to complete the study or pose a risk to the participant's health",
498,NCT06476574,RECRUITING,2023-09-29,2024-08,,,INTERVENTIONAL,['NA'],45.0,RANDOMIZED,FACTORIAL,PREVENTION,"[{'type': 'DEVICE', 'name': 'Vacuum-formed retainer', 'description': '* After patient finishes orthodontic treatment, the fixed orthodontic appliance will be debonded; finishing and polishing of the enamel surface will be done.\n* An alginate impression will be taken to be poured into a working model for fabrication of the Vacuum-formed retainer; 1mm Hard vacuum sheet will be used.\n* The retainer will be finished and delivered to the patient.\n* The patient will be instructed to wear the retainer night time only and to contact us if any damage occurred to the retainers for immediate replacement; and he will be supplied with a check list to evaluate the compliance and to calculate the wearing hours.\n* Another alginate impression will be taken for fabrication of the study model which will later be scanned to obtain the digital model at T0; and a periodontal chart will be filled to record the periodontal status at T0 (before wearing of the retainer).', 'armGroupLabels': ['Vacuum-formed retainer']}, {'type': 'DEVICE', 'name': 'Combined Vacuum-formed and Lingual bonded retainer from canine-to-canine.', 'description': '* A multistrand rectangular stainless steel retainer wire will be bonded to the lingual surface of the lower anterior teeth, from the canine-to-canine bonded to all six anteriors; followed by an alginate impression; the impression will be poured into a working model for fabrication of the Vacuum-formed retainer; 1mm Hard vacuum sheet will be used \\& it will be finished and delivered to the patient.\n* The patient will be instructed to wear the Vacuum retainer night time only and to contact us if any damage occurred to the retainers for immediate replacement or rebonding of the detached parts of the bonded retainer; and will be supplied with a check list to evaluate the compliance and to calculate the wearing hours.\n* Another alginate impression will be taken (with the bonded retainer in place) for fabrication of the study model which will later be scanned to obtain the digital model at T0; and a periodontal chart will be filled to record the periodontal status at T0.', 'armGroupLabels': ['Combined Vacuum-formed and Lingual bonded retainer from canine-to-canine.']}, {'type': 'DEVICE', 'name': 'Lingual bonded retainer from canine-to-canine', 'description': '* After patient finishes orthodontic treatment, the fixed orthodontic appliance will be debonded; finishing and polishing of the enamel surface will be done.\n* A multistrand rectangular stainless steel retainer wire will be bonded to the lingual surface of the lower anterior teeth, from the canine-to-canine bonded to all six anteriors.\n* The patient will be instructed to contact us if any damage occurred to the retainers for immediate replacement or rebonding of the detached parts of the retainer.\n* An alginate impression will be taken (with the bonded retainer in place) for fabrication of the study model which will later be scanned to obtain the digital model at T0; and a periodontal chart will be filled to record the periodontal status at T0 (at the same visit of the delivery of the bonded retainer).', 'armGroupLabels': ['Lingual bonded retainer from canine-to-canine']}]","[{'measure': 'The stability of the orthodontic treatment result and the degree of relapse from baseline to 6 months', 'description': 'The stability of the orthodontic treatment result and the degree of relapse will be measured by superimposition of the digital model at each time point on the initial model after debonding at T0.', 'timeFrame': 'Relapse will be measured at 1 week, 1 month, 3 months and 6 months after the intervention during the follow-up period and will be done by a single calibrated examiner'}]","Inclusion Criteria:

* Adult patients
* Finished non-extraction orthodontic treatment
* Full set of permanent dentition (excluding third molars).
* Good oral hygiene
* No restorations on lower anterior teeth or morphologic crown anomalies.
* Little's irregularity index score 0

Exclusion Criteria:

* Systemic disease or drugs affecting periodontal health.
* Smokers
* Poor oral health that precludes orthodontic treatment (presence of caries, active white spots,or periodontal diseases)",
499,NCT06476587,ACTIVE_NOT_RECRUITING,2022-10-05,2024-12-31,,,OBSERVATIONAL,,70.0,,,,"[{'type': 'OTHER', 'name': 'Assessment of postural stability and active motion perception', 'description': 'This assessment, designed to evaluate the impact of the vestibular deficit on everyday tasks, will include questionnaires and standardised clinical tests.\n\nThe questionnaires are the Fall Efficacy Scale; the Dizziness Handicap Inventory; the Oscillopsia Severity Questionnaire; the Hospital Anxiety and Depression Scale; the Hamilton Anxiety Scale; the Global Physical Activity Questionnaire; the Motion Sickness Susceptibility Questionnaire part B; and the Cambridge Depersonalization Scale.\n\nIn addition, three standardised clinical tests will be carried out: Five Times Sit to Stand Test; Tandem walking test; and Fukuda step test (50 steps).\n\nFive specific clinical tests will also be carried out: Sit-to-stand-with-walk-and-turn; Perception of active body rotation; Perception of walking distance; Triangle Completion Task; and Gait assessment.', 'armGroupLabels': ['Controls', 'IBV patients']}, {'type': 'OTHER', 'name': 'Cognitive tests', 'description': ""Four cognitive tests from the French Focus Group on Executive Functions Assessment (GREFEX) battery will be carried out: the Stroop test; the Trail Making Test; the Baddeley's dual task; and a test of Corsi's Blocks."", 'armGroupLabels': ['IBV patients']}, {'type': 'OTHER', 'name': 'Eccentric axis rotation', 'description': 'This test, also known as the unilateral centrifugation test, provides a quantitative assessment of unilateral utricular otolith function, whereas the tests currently used (vestibular evoked myogenic potential, VEMP) only provide a qualitative assessment.', 'armGroupLabels': ['Controls', 'IBV patients']}, {'type': 'OTHER', 'name': 'Osteodensitometry', 'description': ""To assess the participants' bone mineral density, the reference technique of densitometry using two-photon absorptiometry will be used."", 'armGroupLabels': ['IBV patients']}, {'type': 'OTHER', 'name': 'Posturography', 'description': ""Participants' ability to maintain their balance will be assessed using measurements taken on the Synapsys platform. To standardise their position, they will have to stand on the platform with their feet apart, arms at their sides and look straight ahead. Volunteers will be asked to sit down between each trial. The surface area and length of the centre of pressure will be measured under open-eye balance conditions with and without image reading/exploration and dynamics. During this test, 9 balance assessment situations lasting approximately 1 minute each will be performed."", 'armGroupLabels': ['Controls', 'IBV patients']}, {'type': 'OTHER', 'name': 'Vestibulo-sympathetic regulation test', 'description': 'Participants will be seated on a rotating chair in the dark. Using a virtual reality headset, three visual stimuli will be presented: (A) no visual stimulus (darkness), (B) visual stimulus corresponding to a displacement of the participant along a cylindrical trajectory, (C) visual stimulus corresponding to a displacement of the participant along a conical trajectory. These 3 types of visual stimuli will be presented alone or during an Off-Vertical Axis Rotation (OVAR) with the chair axis inclined at an angle of 10° to the vertical and a rotation speed of 60°/s.\n\nDuring each sequence, blood pressure, heart rate and end-tidal carbon dioxide (CO2) will be continuously recorded using standard medical equipment.', 'armGroupLabels': ['IBV patients']}, {'type': 'OTHER', 'name': 'Sleep quality assessment', 'description': ""Participants will have to complete five standardised clinical questionnaires: Pittsburgh Sleep Quality Index; Spiegel questionnaire assessing sleep quality; Morningness-Eveningness questionnaire; Insomnia Severity Scale; and Epworth Sleepiness Scale.\n\nMoreover, the activity/rest rhythm will be measured continuously by actimetry over a period of 11 days.\n\nThe volunteer will also have to wear a Somno-Art® bracelet all night long during the eleven days of monitoring to collect the volunteer's actimetry and heart rate in order to specify which sleep stage the volunteer is in and thus monitor changes in sleep stages over the course of the night.\n\nFinally, participants will have to complete a sleep diary."", 'armGroupLabels': ['IBV patients']}, {'type': 'OTHER', 'name': 'Representation of space and time assessment', 'description': '* Classic geometric illusions (inverted T, Mueller-Lyer, Ponzo, Poggendorff, Zoellner, Hering) which generate systematic distortions will be used.\n* Time perception task: Participants will wear a virtual reality headset in which instructions will appear for 6 consecutive tasks each repeated 10 times with different durations.\n* Perception of rotation amplitude and duration: Participants will be seated on a rotating chair, in complete darkness with noise-cancelling headphones. Participant will have to estimate the duration and the amplitude of rotations of the chair.\n* Perceptual time constant: Participants will be seated on a rotating chair, in complete darkness, with a mask over their eyes and noise-cancelling headphones. After each chair rotation, participants will have to turn a crank every time the chair stops and reproduce their sensation of rotation in terms of direction (left or right) and intensity.', 'armGroupLabels': ['Controls', 'IBV patients']}, {'type': 'OTHER', 'name': 'Influence of vestibular information on the bodily self-consciousness', 'description': ""Participants will wear a virtual reality headset which allows them to be immersed in a virtual room similar in appearance to the one they are in. They will sit on a stool and hold a joystick in their hand. An avatar seen from behind, also sitting on a stool, will be presented in the centre of the virtual room approximately 2 m from them. The experimenter will touch several areas of the participant's back, over his clothes, with the end of the joystick. This movement will be reproduced by the virtual joystick in contact with the avatar's back, in two conditions: the synchronous condition, and the asynchronous condition.\n\nAfter 2 min of stimulation, participants will perform a mental imagery task: a ball in the background of the virtual scene will roll towards them. After 3'', a black screen will appear and participants will have to imagine that the ball keeps moving towards them at the same speed. They will have to press the trigger when they think the ball has reached their level."", 'armGroupLabels': ['IBV patients']}, {'type': 'OTHER', 'name': '3 Tesla MRI', 'description': 'The imaging evaluation will include an acquisition of anatomical images of the brain in its entirety and centred on the hippocampus.; and T2\\*-weighted images sensitive to the blood-oxygen-level-dependent (BOLD) effect to assess functional brain activation during cognitive tasks and functional brain connectivity during rest.\n\nFor the functional activation sequences, three activation tasks will be performed, each lasting approximately 5 minutes: a mental rotation task, a time estimation task, and a prediction task.\n\nThese acquisitions will be combined with a collection of cardiorespiratory variables: respiratory movements and plethysmography. These signals will be used in the pre-processing of the functional MRI to remove physiological noise from the BOLD signal.', 'armGroupLabels': ['Controls', 'IBV patients']}]","[{'measure': 'Center of pressure (CoP) path length', 'description': 'Stabilometric data: Total length travelled by the CoP (in mm)', 'timeFrame': 'Posturography is assessed once, during about 30 minutes.'}, {'measure': 'Center of pressure (CoP) path amplitude', 'description': 'Stabilometric data: Maximal distance over two points of the stabilogram (in mm)', 'timeFrame': 'Posturography is assessed once, during about 30 minutes.'}, {'measure': 'Center of pressure (CoP) surface area', 'description': 'Stabilometric data: surface travelled by the CoP (in mm²)', 'timeFrame': 'Posturography is assessed once, during about 30 minutes.'}, {'measure': 'Ocular torsion', 'description': 'During eccentric axis rotation: measure of the torsion of the eyes (in degree)', 'timeFrame': 'Unilateral utricular otolith function is assessed once, during about 30 minutes'}, {'measure': 'Duration estimate', 'description': 'During the time perception task, subjects are asked to estimate several durations (in seconds).', 'timeFrame': 'Time perception task is completed once, during about 30 minutes.'}, {'measure': 'Duration production', 'description': 'During the time perception task, subjects are asked to produce several durations (in seconds).', 'timeFrame': 'Time perception task is completed once, during about 30 minutes.'}, {'measure': 'Number of correct tandem steps', 'description': 'During tandem stance and walk, subjects are asked to stand upright in a heel-to-toe fashion with their arms crossed on their chest and walk.', 'timeFrame': 'Assessment of postural stability and active motion perception is completed once, during about 30 minutes'}, {'measure': 'Deviation distance (Fukuda stepping test)', 'description': 'During the Fukuda stepping test, subjects are asked to take 50 steps on the spot, on a mat, with their eyes closed and their arms outstretched in front of them. Deviation distance is measured in cm.', 'timeFrame': 'Assessment of postural stability and active motion perception is completed once, during about 30 minutes'}, {'measure': 'Deviation angle (Fukuda stepping test)', 'description': 'During the Fukuda stepping test, subjects are asked to take 50 steps on the spot, on a mat, with their eyes closed and their arms outstretched in front of them. Deviation angle is measured in degrees.', 'timeFrame': 'Assessment of postural stability and active motion perception is completed once, during about 30 minutes'}, {'measure': 'Hippocampal volume', 'description': 'Images of hippocampus are acquired by MRI', 'timeFrame': 'MRI exam is completed once, during about 1 hour'}, {'measure': 'Brain activation during functional tasks', 'description': 'Images of the brain when participants are performing cognitive tasks (mental rotation task, prediction task) are acquired by functional magnetic resonance imaging (fMRI)', 'timeFrame': 'MRI exam is completed once, during about 1 hour'}]","Inclusion Criteria:

* Person over 18 years of age (male or female)
* Healthy volunteer (for participants in the control group) or a member of the French Association of the Idiopathic Bilateral Vestibulopathy (AFVBI) or a bilateral vestibulopathy carrier (for participants in the patient group).
* Person who has read the information sheet and given written informed consent to take part in the study.
* Person affiliated to a social security scheme

Exclusion Criteria:

* Declaration of illiteracy
* Declaration of dementia (Alzheimer's disease, vascular dementia)
* Any progressive neurological disease (brain tumour, epilepsy, migraine, stroke, sclerosis, myoclonus, chorea, neuropathy, muscular dystrophy, myotonic dystrophy, etc.)
* All progressive psychiatric conditions (psychosis, mood or anxiety disorders, etc.),
* Declaration of pathologies threatening short-term vital prognosis (cancer)
* Drug addiction, alcohol dependence or coffee abuse during the last 6 months
* Contraindications to MRI (in particular electronic or metallic implants, claustrophobia, etc.).
* For healthy volunteers: vestibular or auditory disorders.

In addition, the vulnerable persons referred to in articles L. 1121-5 to 8 and L. 1122-1-2 of the French Public Health Code are excluded from the study:

* Pregnant, breast-feeding or parturient women,
* Persons deprived of their liberty, hospitalised without consent or admitted to a health or social establishment for purposes other than research,
* Minors,
* Adults under legal protection or unable to express their consent,
* Persons in emergency situations who are unable to give their prior consent.",
500,NCT06476600,RECRUITING,2024-02-20,2024-08-31,,,INTERVENTIONAL,['NA'],42.0,RANDOMIZED,PARALLEL,SUPPORTIVE_CARE,"[{'type': 'DRUG', 'name': 'Dexmedetomidine injection', 'description': 'All the eligible patients will undergo general anaesthesia for their elective surgeries (Laparoscopic Cholecystectomies). For the induction and maintenance of anaesthesia the participants will be randomised in a 1:1 ratio to receive either a standard opioid-based anaesthesia (by Nalbuphine) or opioid-free anaesthesia (by Dexmedetomidine) treatment protocols.', 'armGroupLabels': ['Opioid-free Anaesthesia']}, {'type': 'DRUG', 'name': 'Nalbuphine Injection', 'description': 'All the eligible patients will undergo general anaesthesia for their elective surgeries (Laparoscopic Cholecystectomies). For the induction and maintenance of anaesthesia the participants will be randomised in a 1:1 ratio to receive either a standard opioid-based anaesthesia (by Nalbuphine) or opioid-free anaesthesia (by Dexmedetomidine) treatment protocols.', 'armGroupLabels': ['Opioid-based Anaesthesia']}]","[{'measure': 'Mean total Quality of recovery (QoR-15) scores.', 'description': 'The QoR-15 is a validated patient reported outcome measure (PROM), which provides an effective assessment of post-operative recovery. It consists of a total of 15-items, grading each recovery item on a 10 - point numerical Likert scale with total QoR-15 score ranging from 0 (extremely poor recovery) to 150 (excellent recovery)', 'timeFrame': 'At baseline preoperatively'}, {'measure': 'Mean total Quality of recovery (QoR-15) scores.', 'description': 'The QoR-15 is a validated patient reported outcome measure (PROM), which provides an effective assessment of post-operative recovery. It consists of a total of 15-items, grading each recovery item on a 10 - point numerical Likert scale with total QoR-15 score ranging from 0 (extremely poor recovery) to 150 (excellent recovery)', 'timeFrame': 'At 24 hours postoperatively'}]","Inclusion Criteria:

1. Signed informed consent from the participant.
2. All patients who are aged between 18 - 65 years.
3. American Society of Anaesthesiologists (ASA) classification of I and II
4. Elective Laparoscopic cholecystectomies.

Exclusion Criteria:

1. American Society of Anaesthesiologists (ASA) classification of III and above
2. Non-elective surgery
3. Body Mass Index \> 35
4. Patients with regular prescription of Beta-blockers
5. Pregnant or breastfeeding women
6. Allergy to Opioids and/or other drugs used in the trial.
7. Chronic use of opioids or benzodiazepines
8. Chronic pain patients
9. Patients with cardiovascular, renal, hepatic or central nervous system diseases
10. Patients with psychiatric illness",
501,NCT06476613,RECRUITING,2024-04-20,2026-03-01,,,INTERVENTIONAL,['NA'],80.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'OTHER', 'name': 'Permissive Hypotension', 'description': 'Patients will be randomized in 1:1 fashion to either a) Permissive Hypotension (MAP target \\> 60mmHg) or b) Usual Care. The duration of the intervention will extend until the patient no longer needs vasopressors to maintain prespecified MAP.', 'armGroupLabels': ['Permissive hypotension Intervention']}]","[{'measure': 'MAP in mmHg', 'description': '(Mean arterial pressure) measured in millimetres of mercury', 'timeFrame': 'Through study completion, an average of 2 to 3 days'}, {'measure': 'Vasoactive-Inotropic Score for duration of pressor need', 'description': 'Weighted sum of all administered vasopressor and inotropic medications and quantifies the amount of pharmacological support in patients', 'timeFrame': 'Through study completion, an average of 2 to 3 days'}]","Inclusion Criteria:

* 18 years or older
* Schedules for elective or non-emergent cardiac surgery

Exclusion Criteria:

* Arrival to the CICU with severe shock determined any of the following: Norepinephrine dose \>20mcg/min, Epinephrine \>3mcg/min, Dobutamine \>2.5mcg/kg/min, Milrinone \>0.2mcg/kg/min
* Rapidly increasing pressors within 60 mins of arrival.
* Significant prior renal dysfunction (CKD \>4), hemodialysis dependence
* Cirrhosis
* A neuropathology diagnosis warranting blood pressure goal
* Pre-specified MAP goal as determined by clinical team
* Carotid stenosis (\> 50%) or prior stroke
* Bleeding requiring return to the OR
* Need for mechanical circulatory support
* Heart and Lung transplantation
* Aortic dissection",
502,NCT06476626,NOT_YET_RECRUITING,2024-06-15,2027-08-30,,,INTERVENTIONAL,['NA'],200.0,RANDOMIZED,PARALLEL,BASIC_SCIENCE,"[{'type': 'OTHER', 'name': 'Maternal Reflective Function Workshop', 'description': '4 session group online intervention focused on psycho-educational knowledge regarding emotional regulation and specifically MRF. group size- up to 15 participants. 2 sessions will be during pregnancy and 2 sessions will taken place 1 and 3 months after birth.', 'armGroupLabels': ['Maternal Reflective Functioning intervention group']}]","[{'measure': 'Maternal Reflective Functioning questionnaires', 'description': 'Will be measured using Parental Reflective Function questionnaires for pregnancy P-PRFQ (Pajulo et al., 2015) and after birth (Parental Reflective Functioning Questionnaire PRFQ, Luyten et al., 2017). Likert Scale from 1 (Greatly disagree) to 7 (Greatly agree).', 'timeFrame': 'Twice in third trimester of pregnancy (Before and after intervention), 1 and 3 months after birth.'}, {'measure': 'Maternal Reflective Functioning interviews', 'description': 'Will be measured using Pregnancy Interview (PI, Slade et al., 1987; Slade, 2003) before labor, and Parental Developmental Interview (PDI-R2 short form, Slade et al., 2003) after labor. Reflective Function Coding Scale- from -1 (No Reflective Function) to 9 (Very high Reflective Function)', 'timeFrame': 'Once in third trimester of pregnancy ,1 months after birth.'}]","Inclusion Criteria:

* pregnant women in 27-30 weeks pregnant in enrollment
* speak read and understand Hebrew
* Has a connection to internet and ZOOM platform.
* Ready to participate in a group workshop

Exclusion Criteria:

* Women who can\&#39;t participate in a online workshop due to physical or mental health difficulties.",
503,NCT06476639,NOT_YET_RECRUITING,2025-04,2029-04,,,INTERVENTIONAL,['PHASE2'],240.0,RANDOMIZED,PARALLEL,OTHER,"[{'type': 'DIAGNOSTIC_TEST', 'name': 'High-resolution bilateral groin ultrasound monitoring', 'description': 'Participants in the Interventional Group will undergo surgical excision of the primary tumor, either via radical wide local excision or radical vulvectomy. Post-vulvar surgery, participants will receive a groin node ultrasound every 2 months and a clinical examination every 3 months, for a follow up period of 12 months. Senior imaging specialists review bilateral ultrasound scans for positive lymph nodes or suspicious findings, promptly sending reports to the primary care physician and trial manager if detected within 3 business days. Subsequently, participants consult their primary care physician for options. Depending on clinical judgment, they may be referred for LND or continue with bi-monthly ultrasounds based on preference and clinician guidance.', 'armGroupLabels': ['Participants with normal/negative baseline groin ultrasounds - Intervention Group']}]","[{'measure': 'Incidence of enlarged clinically palpable groin nodes (groin metastases) in women with vulvar cancer randomised to serial high-resolution groin ultrasound monitoring compared to standard upfront surgical groin LND.', 'description': 'Determine the incidence of palpable, fixed to skin and histologically positive groin nodes in women with vulvar cancer randomised to serial high-resolution groin ultrasound monitoring compared to standard upfront surgical groin LND.', 'timeFrame': '12 months after surgery'}]","Inclusion Criteria:

* Females, over 18 years, with histologically confirmed SCC, adenocarcinoma, or melanoma of the vulvar
* Clinically stage 1 or 2 on medical imaging (CT or MRI scan of pelvis, abdomen, and chest), without evidence of regional or distant metastatic disease
* Undergo IFL/SNB according to local clinical practice management guidelines
* Willing and able to comply with all study requirements, timing and/or nature of required assessments.
* Signed written informed consent
* Negative (serum or urine) pregnancy (BHCG) test ≤ 30 days of surgery ONLY in pre-menopausal women and women \< 2 years after the onset of menopause.

Exclusion Criteria:

* Women with non-invasive vulvar conditions (e.g. non-invasive non-mammary Paget's disease)
* SCC of the vulvar with depth of invasion ≤1 mm
* Clinical or medical imaging evidence of regional and/or distant metastatic disease
* Serious concomitant systemic disorders incompatible with the study (at the discretion of the investigator)
* Other prior malignancies \<5 years before inclusion, except for successfully treated keratinocyte skin cancers, or ductal carcinoma in situ
* Estimated life expectancy of ≤6 months",
504,NCT06476652,ENROLLING_BY_INVITATION,2024-06-01,2025-06-01,,,OBSERVATIONAL,,12.0,,,,,"[{'measure': 'The efficiency of using a simple model for injecting local anesthesia through the adductor canal under ultrasound guidance assessed by Design and Validation Regional Anaesthesia Procedural skill Assessment tool', 'description': 'To study the efficiency of using a simple model for injecting local anesthesia through the adductor canal under ultrasound by 1st year anesthesia residentassessed by Design and Validation Regional Anaesthesia Procedural skill Assessment tool', 'timeFrame': '1 year'}]","Inclusion Criteria:

* First-year anesthesiology residents in faculty of medicine, PSU

Exclusion Criteria:

* Residents with previous experience in ultrasound-guide adductor canal block",
505,NCT06476665,NOT_YET_RECRUITING,2024-07-23,2029-06-22,,,OBSERVATIONAL,,29.0,,,,,"[{'measure': 'Occurrence of adverse events', 'timeFrame': 'Up to 28 days after the last administration'}, {'measure': 'Risk factors related to the onset of venoocclusive liver disease/sinusoidal obstruction syndrome', 'timeFrame': 'Up to 52 weeks'}]","Inclusion Criteria:

1. Patients with relapsed or refractory CD22-positive ALL
2. Patients who have never used BESPONSA before
3. Patients aged \<18 years at the start of treatment with BESPONSA

Exclusion Criteria:

* None",
506,NCT06476678,NOT_YET_RECRUITING,2024-07-01,2025-12-31,,,OBSERVATIONAL,,50.0,,,,"[{'type': 'DEVICE', 'name': 'Speedboat™ Ultraslim', 'description': 'Use of Speedboat™ Ultraslim for performing endoscopic submucosal dissection of esophageal lesions.', 'armGroupLabels': ['Treatment arm']}]","[{'measure': 'Technical success', 'description': 'Defined as the ability to perform the entire dissection (procedure) with the novel bipolar knife', 'timeFrame': 'Day 1 (procedure day)'}]","Inclusion Criteria:

* Patient is \>18 years of age
* Patient can provide informed consent
* Patient is referred for resection of precancerous lesions meeting the following criteria:

  * Mucosal based polyp
  * Located gastroesophageal junction (GEJ) or proximal to GEJ
  * No previous endoscopic resection attempted (EMR or ESD)

Exclusion Criteria:

* Patients with International Normalized Ratio (INR) \>1.5 or Platelets \<50,000
* Lesions extending past GEJ
* Subepithelial lesions",
507,NCT06476691,NOT_YET_RECRUITING,2024-10,2029-10,,,OBSERVATIONAL,,100.0,,,,,"[{'measure': 'To investigate the quality of life in 18-29-year-old young people during and after alloHCT', 'description': 'Using validated questionaires, including a newly developed and validated specifically youth-oriented EORTC QLQ-AYA', 'timeFrame': 'In the prospective study each young person will be followed up with questionnaires before (approx. 3 weeks before alloHCT vs. the preliminary examination) and after alloHCT (+3 months, +½ year, +1 year, +2 years after alloHCT'}]","Inclusion Criteria:

* Patients aged between 18-29 years who are scheduled for or have already undergone alloHCT at Rigshospitalet in the period 2000-2020/2022 Patients who have consented to the study

Exclusion Criteria:

* Patients who do not meet the inclusion criteria",
508,NCT06476704,NOT_YET_RECRUITING,2025-01-01,2030-12-31,,,INTERVENTIONAL,['PHASE2'],42.0,RANDOMIZED,PARALLEL,TREATMENT,"[{'type': 'DRUG', 'name': 'Administration of L-TC', 'description': 'Administration of L-TC (300 mg) as an IV perfusion, daily before each radiotion session', 'armGroupLabels': ['Hypofractionated radiotherapy + Liposomal Transcorcetin (L-TC)']}, {'type': 'RADIATION', 'name': 'HFRT alone', 'description': 'HFRT : 30 Gy in 5 fractions of 6 Gy.\n\n1 fraction per day, 5 days per week.', 'armGroupLabels': ['Hypofractionated radiotherapy alone']}]","[{'measure': 'Evaluation of the efficacy of the L-TC treatment in combination with preoperative hypofractionated radiotherapy.', 'description': 'Pathological complete response rate (pCR): defined as the presence of \\< 10% residual malignant viable cells. Wardelmann et al. proposed pathological evaluation criteria', 'timeFrame': 'At surgery'}]","Inclusion Criteria:

* Age ≥ 18 years
* Localised or locally advanced soft tissue sarcoma of extremity proven by biopsy whatever its histological grade.
* Pathological expert proof-reading in reference centre
* Candidate to radiotherapy + surgery as decided in a multidisciplinary tumour board, in reference centre (European Society for Medical Oncology (ESMO) guideline 2021)
* R0 surgery is feasible, in reference centres.
* Pre-biopsy MRI available
* Performance status of 0-2 and life expectancy of at least 6 months
* Patients should have normal liver function as defined by ALT, AST and alkaline phosphate less than 3 ULN for the institution.
* Patient must have platelet count above \>100,000 cells/mm3, hemoglobin \> 8 g/dL and an absolute neutrophil count (ANC) of \> 1000 cells/mm3.
* Patients should have normal renal function as defined by creatinine clearance of 50 ml/min or higher.
* Signed informed consent from the patient must be obtained prior to any procedures

Exclusion Criteria:

* Woman who is pregnant or breastfeeding
* Soft tissue sarcoma developed in irradiated area.
* Patients with myxoid liposarcoma, embryonal or alveolar rhabdomyosarcoma, Ewing sarcoma, osteosarcoma, angiosarcoma, primitive neuroectodermal tumor, desmoid-type fibromatosis, or dermatofibrosarcoma protuberans
* Patient with metastatic disease, other concomitant cancer or history of cancer treated and controlled within the previous 3 years.
* Patient who has a known hypersensitivity to crocetins, L-TC or any of its excipients
* Patient who cannot or understand French language
* Patient under legal protection (curatorship, guardianship)
* Patient without French National Health insurance",
509,NCT06476717,ACTIVE_NOT_RECRUITING,2021-10-21,2024-12-12,,,OBSERVATIONAL,,143.0,,,,"[{'type': 'PROCEDURE', 'name': 'Biopsy', 'description': 'Kidney allograft biopsy', 'armGroupLabels': ['Prospective monitoring within 1 year follow-up', 'The effect of treatment cohort']}, {'type': 'DIAGNOSTIC_TEST', 'name': 'Blood Biomarkers - cfDNA', 'description': 'dd-cfDNA', 'armGroupLabels': ['Prospective monitoring within 1 year follow-up', 'The effect of treatment cohort'], 'otherNames': ['dd-cfDNA']}, {'type': 'DRUG', 'name': 'Antirejection therapy', 'description': 'Patients will receive standard antirejection therapy according to center protocol.', 'armGroupLabels': ['The effect of treatment cohort']}]","[{'measure': 'dd-cfDNA', 'description': 'dd-cfDNA monitoring active rejection and other allograft injuries', 'timeFrame': '12 months'}, {'measure': 'dd-cfDNA', 'description': 'Monitoring of effects of antirejection treatment', 'timeFrame': '4 weeks'}]","Inclusion Criteria:

* Recipient age ≥ 18 years and \<85 years
* Written Informed Consent cohort 1
* deceased donor kidney transplant recipient cohort 2
* patients with kidney allograft biopsy at center showing any type of rejection which is going to be treated
* patient wishing to repeatedly travel to center

Exclusion Criteria:

cohort 1

* living donor
* multiple transplant
* dual transplant
* haematopoetic stem cell transplant in a history",
