nctId,description,durationMonths
NCT06471348,"A randomized controlled trial (RCT) investigating whether the local anesthetic injection of liposomal bupivacaine during posterior spinal fusion (PSF) for AIS is more effective in reducing acute postoperative opioid consumption compared to an equal volume injection of 0.25% bupivacaine with epinephrine for patients aged 10 to 17, with 128 patients randomly assigned to one of two arms: liposomal bupivacaine or 0.25% bupivacaine with epinephrine.",26.9
NCT06478186,"Protocol Title: A Randomized, Double-blind, Active-controlled Study to Evaluate the Effects of ZILRETTA (Triamcinolone Acetonide-Extended Release) and TA-IR (Triamcinolone Acetonide-Immediate Release) on Blood Glucose Levels in Subjects with Osteoarthritis of the Knee and Type 2 Diabetes Mellitus Brief Title: Zilretta Diabetic Knee OA Regulatory Agency Identifier Number(s): IND 111325 Test Product, Dose, Mode of Administration, and Lot Number Name: ZILRETTA (triamcinolone acetonide extended-release injectable suspension; TA-ER) Active ingredient: Extended-release formulation of TA in 75:25 poly (lactic-co-glycolic) acid (PLGA) microspheres Dosage: Nominal 32 mg TA, intra-articular (IA) injection, administered as a 5 mL injection Mode of Administration: IA Knee Injection Reference Product, Dose, Mode of Administration, and Lot Number Name: KenalogÂ®-40 (triamcinolone acetonide injectable suspension) Active Ingredient: Triamcinolone Acetonide- Immediate Release (TA-IR) Dosage: 40 mg/mL, IA, administered as a 1 mL Injection: TA-IR Mode of Administration: IA Knee Injection Current Indication: extended-release synthetic corticosteroid indicated as an IA injection for the management of osteoarthritis pain of the knee.

Study Population and Number of Study Subjects: Subjects with Type 2 Diabetes Mellitus (T2DM) with HbA1C â‰¤9 that is managed without insulin and have been diagnosed with symptomatic unilateral or bilateral osteoarthritis (OA) of the knee, based on clinical and radiological criteria (if bilateral, then a target knee will be selected) Approximately 120 subjects (1:1 randomization, 60 ZILRETTA and 60 TA-IR) will be enrolled for this study.

Note: Subject is considered enrolled, if subject meets initial eligibility criteria and is randomized to a treatment arm.

Study Duration for Subjects:

Total study duration for individual subject will be about 4 months, which includes a 3-week Screening period, 10 days pretreatmentperiod, treatment day, and a 12-week post-treatment period.

Overall Study Design:

This randomized clinical trial will include male and female subjects â‰¥40 years of age, with known history of T2DM and symptomatic unilateral or bilateral OA of the knee. Eligible subjects must be on stable doses of oral and/or injectable (non-insulin) pharmacological agents (e.g. GLP-1 agonists) for at least 3 months prior to the study screening and after the IA injection till EOS and have hemoglobin A1c (HbA1c) levels â‰¤9% at Screening. Subjects on current insulin treatment will be excluded.

After signing informed consent, subjects will be screened and a total of 120 qualified subjects with T2DM will be randomized to 1 of the 2 treatment groups (1:1). Randomized subjects will be treated with either 32 mg ZILRETTA (60 subjects) or 40 mg TA-IR (60 subjects). Subjects who fail to meet eligibility criteria may be re-screened once at the discretion of Principal Investigator (PI) after documenting the rationale for any re-screening decision. Subjects who meet all eligibility criteria but are found to have insufficient BG data at their Day 1 visit (ie, missing CGM data â‰¥ 30%) may repeat the full 7-day pretreatment phase at the discretion of the PI.

BG Monitoring and Management of T2DM During the Trial After a Screening visit, BG levels in each subject will be measured using a CGM device, for at least 10 days pre-injection (pretreatment period) and for at least 10 days postinjection (post-treatment). The final 10 days of the pretreatment period will be also considered as Baseline for BG control.

Subjects and the assessor responsible for subject's clinical assessments and safety monitoring will be blinded throughout the study to both treatment assignments. Subjects will be blinded to the glucose readings, so as not to influence behaviors that could alter blood glucose outcome measures. However, study endocrinologists will monitor subjects' glucose readings. The study will involve between 6-12 outpatient visits (depending on whether selected for salivary cortisol tesing) and up to 4 phone visits that will include Screening, a Pretreatment visit (Day -14 where the CGM sensor will be placed to initiate study BG data collection), Day 1 (Baseline and treatment), and 2 Posttreatment visits (Days 43, and 85). CGM data will be continuously collected from the treatment visit through Day 15. On Day 15, subjects will remove the CGM sensor. Day 85 will be end-of-study (EOS) visit.

A subset of subjects will will return saliva for cortisol testing at baseline and on Days 1, 2, 3, 7, 14, 21, 42, 72, and 90 following treatment.

After IA treatment subjects are should not adjust their diabetes medications and Baseline physical activity should remain unchanged.

Intermediate-acting glucocorticoids (GCs) represent the most commonly prescribed steroid agents. In general, during the course of chronic GC treatment, GCs may require frequent dose adaptations that result in more intensive altered requirements of glucose-lowering therapies. However, since the selected diabetic population will receive a single IA injection, large glucose fluctuations as experienced with chronic GC treatments are not expected. Baseline glucose medication dosage will not change. Subjects' BG control will be monitored in coordination with study endocrinologist.

The analyses of primary and secondary endpoints will be conducted mainly based on CGM device.

Hypothalamic-Pituitary-Adrenal (HPA) Axis Evaluation Treatment with GCs represents one of the most frequent causes of secondary adrenal insufficiency. When GCs are used at supraphysiologic doses, HPA axis suppression causes adrenal glands' inability to produce sufficient cortisol response to abrupt treatment cessation (Nicolaider et al, 2018). To avoid HPA axis suppression, it is recommended not to exceed 3 GC IA injections per year with a minimum of 30 days between (Johnston et al, 2015). Recovery of the HPA axis to Baseline normally occurs within 1-4 weeks but can be longer in consideration of the dose and frequency of injections (Habib, 2009). However, after single IA dose of GC injection recovery after 1-2 weeks was observed in most of the patients (Mader et al, 2005). Thus, an initial 90-day salivary cortisol assessment in a subset of this trial population should suffice. An 8 AM salivary cortisol test will be completed at baseline and 1, 2, 3, 7, 14, 21, 42, 72, and 90 day following baseline to evaluate the effect of Zilretta and TA-IR on the HPA axis and recovery time.

Intra-Articular Injection On Day 1 (Treatment Day), IA injections will be administered by the assigned blinded, trained injector, who has experience in the administration of IA injections and has been trained on study administration procedures. Injection into the knee joint will be performed with/without ultrasound guidance.

Subjects will be advised to avoid strenuous or prolonged weight-bearing activities for approximately 24 to 48 hours following the injection. If the subject has an immediate reaction (eg, tenderness, increased pain, swelling, effusion, and/or decreased mobility of the index knee), the subject should be treated according to clinical guidelines and physician experience and judgment.

Pain will be assessed by NRS evaluating Worst Daily Knee Pain Intensity and Average Daily Knee Pain, which will be recorded in the pain Diary per the Schedule of Assessments (Table 1) and reviewed at each study visit. Physical performance will be assessed with OARSI recommended10 physical performance measures (40m walk time and stair ascent time) along with patient-reported physical function (KOOS-PS) and quality of life (KOOS-QoL) at baseline and at intervals following IA injection.

Internal Safety Review Subject safety will be monitored by an endocrinologist. The endocrinologist will review, at a minimum, safety, tolerability, and pharmacodynamic (PD) data on ongoing basis. All members will be blinded to the treatment.

The study PI and study endocrinologist will review all SAEs on an ongoing basis (ie, as the events are reported). The study PI is responsible for temporarily halting the study if the type, frequency, or seriousness/severity of such events suggests a potential threat to the safety of the study subjects. The safety review team will meet semiweekly or monthly depending upon recruitment rate. Ad hoc meetings may be scheduled as necessary.

The study PI may pause/stop the study if any of the following occurs:

Any deaths, regardless of causality. Non-fatal SAEs in 12 subjects (â‰¥10% of total subject population) where a clear unrelated causality is not readily apparent.

Grade 3 or higher AEs in 12 subjects (â‰¥10% of total subject population) that are clinically significant (Exception: PD parameters or related changes to labs and symptoms will not be considered as AEs) In the event that any of the preceding criteria occurs, enrollment will be paused during the review. If a pausing/stopping rule is met, a decision will be made whether to resume the enrollment.

Case unblinding may be performed for above reviews if necessary and documented accordingly.

Clinical Safety Assessments The index knee assessment will be performed by the designated assessor at the visits indicated in the Schedule of Assessments (Table 1). The index knee will be assessed for injection site reaction, joint effusion, range of motion and presence of Baker's cyst.,. After Day 1 Baseline, new clinically significant findings or findings that worsen from the subject's Baseline knee condition will be recorded as an adverse event (AE).

PD parameters measured during this study such as BG levels (CGM or fingerstick), insulin consumption, HPA axis evaluation parameters, and hyperglycemia symptoms will not be reported as AEs.

Safety evaluations will be based on the assessment of AEs occurring after the initiation of investigational product (IP) on Day 1 through the EOS Visit (Day 85). Results of clinical safety assessments are to be recorded in the subject's medical records and transcribed to the appropriate electronic case report form (eCRF), including the AE eCRF for clinically significant findings.

AEs will be coded using CTCAE v.5. Incidences (number and percent) of TEAEs, those events that started after dosing or worsened in severity after dosing, will be presented by treatment group. Incidences of TEAEs will also be presented by maximum severity and relationship to IP. Safety laboratory investigations and vital signs will be summarized descriptively by time point collected along with changes from Baseline assessments.

Statistical Methods Descriptive statistics (n, mean, standard deviation \[SD\], median, minimum, and maximum) will be calculated by treatment group and time point for continuous variables. Frequencies and percentages will be presented by treatment group for categorical and ordinal variables.

The primary endpoint of change in percent of time in TAR will be analyzed with linear regression. Both models will have a fixed effect for treatment group along with covariates (eg, the mean of the pretreatment BG values, BMI).

A step-down testing procedure will be employed for primary and key secondary endpoints, with sequential testing proceeded as long as p \< 0.05. Key secondary endpoints and order of testing will be specified in the SAP (Holm, S., 1979. A simple sequentially rejective multiple test procedure. Scandinavian journal of statistics, pp.65-70).

Study Sample Size A prior Phase II study found a difference of approximately 15 percentage points in TAR for TA-ER vs standard triamcinolone acetonide crystalline suspension (TAcs) (\~35% for TA-ER vs. 50% for TAcs). 120 subjects will provide \>80% power to detect an effect size of 10 percentage points, assuming a standard deviation of 18. The primary outcome will be measured 72 hours after treatment by a sensor automatically uploading the data, thus we expect few dropouts are expected.",24.33333333333333
NCT06477224,"This randomized control trial investigates the effects of scooter board activities on neck control and dysphagia in children with cerebral palsy (CP), focusing on a group of children aged 6 to 10 years diagnosed with spastic CP. The core hypothesis is that scooter board activities, which involve using a flat, wheeled platform where children can propel themselves using their limbs, can improve neck stability and swallowing functions-critical areas that affect posture, movement, and health risks such as malnutrition and aspiration pneumonia.

The study is structured as a controlled experiment with two groups: one receiving the innovative scooter board treatment and the other undergoing traditional physical therapy as a control. The effectiveness of these interventions will be measured using three validated assessment tools:

Eating and Drinking Ability Classification System (EDACS) - This tool classifies the eating and drinking abilities of individuals with CP, focusing on the safety, efficiency, and level of assistance required.

Schedule for Oral Motor Assessment (SOMA) - This assesses oral motor function, evaluating the ability to use lips, tongue, and jaw, which are crucial for eating and communication.

Gross Motor Function Measure (GMFM) - Used to observe changes in gross motor function, it helps quantify improvements in motor skills that may relate directly to the therapies administered.

The research will take place over six months, following the approval from an advanced research committee and institutional review board. Data will be collected from multiple locations, including Rehab Care, Rich Care, and Royal College Hospital. A total of 22 children will be randomly assigned to either the intervention group or the control group.

This trial aims to not only validate the effectiveness of scooter board activities in improving neck control and reducing dysphagia symptoms but also to enhance the quality of life for children with CP by integrating play into therapeutic practices. The potential for significant findings could lead to innovative, engaging therapy options that align with children's natural tendencies towards play, thereby enhancing therapy adherence and effectiveness.",1.6333333333333333
NCT06482788,"The study will evaluate the efficacy and safety of the immunotherapy (Adebrelimab) combined with standard chemotherapy (XELOX) in the perioperative treatment of resectable esophagogastric junction adenocarcinoma. Potential study participants will be assessed for eligibility during a 28-day screening period that includes central verification of clinical stage and eligibility. Eligible patients will be receive perioperative treatment with adebrelimab with XELOX. Location of the primary (GEJ type I vs. GEJ type II/III vs. stomach), and PD-L1-status (CPSâ‰¥5 vs. CPS\<5). Microsatellite Instability (MSI-H vs MSI-L) will be will be given special attention.",12.466666666666669
NCT06474234,"Probiotic is live microorganisms that grant health effects to the host if consumed in sufficient amounts. Probiotic bacteria, which beneficially affect the host by improving the intestinal microbial balance, may affect the immune response, thus boosting the body system to combat against diseases.

One of the most common gastrointestinal disorders in young children, is diarrhea. In worldwide, it was reported by WHO that 5.2 million of children under five of age die every year due to preventable diseases involving gut health such as diarrhea. Up to date, diarrhea still remains as global health issues, even in developing countries, with 1 million of children deaths reported to be attributed to diarrhea. In Malaysia, reported cases of diarrhea and acute gastroenteritis have been observed to occur throughout the year, with rotavirus-associated diarrhea being the most prevalently identified gastrointestinal disorder.

Probiotics have a been administered to children for the maintenance of gut health and to combat gastrointestinal disorders. In children, probiotics are consumed directly or mixed with a variety of fluids and foods. Probiotics such as Lactobacillus GG, Bifidobacterium lactis (alone or in combination with Streptococcus thermophiles), and Lactobacillus reuteri, Lactobacillus casei and Lactobacillus acidophilus have been shown to reduce gastrointestinal-related symptoms in a strain-dependent and dose-dependent manner. In a review involving 15 clinical studies, participants who were on probiotics administration were less likely to have gastrointestinal disorders, indicating the efficacy of probiotics in children. The effect of probiotics Lactobacillus acidophilus, Lactobacillus rhamnosus, Bifidobacterium longum and Saccharomyces boulardii also showed decreased time of vomiting in the intervention groups as compared with controls during acute rotavirus diarrhoea. The rationale for using probiotics in gut disorders is that they act against enteric pathogens by competing for available nutrients and binding sites, making the gut contents acid, producing a variety of chemicals, increasing specific and non-specific immune responses, and colonization resistance against a wide range of gut pathogens.

Probiotic bacteria, which beneficially affect the host by improving the intestinal microbial balance, may affect the immune response, thus boosting the body system to combat against diseases. Probiotics have been studied extensively for their effects in preventing and treating a multitude of conditions, including the treatment of lactose intolerance, traveller's diarrhoea and the prevention and treatment of nosocomial diarrhoea. In acute diarrhoea, a reduction in the frequency of diarrhoeal symptoms has been reported in adults and children treated with probiotics. Among the beneficial microbes, Bifidobacterium is one of the best-known probiotic genus in the world, and it is widely applied in the dairy industry as a probiotic. Evidences from more than 100 scientific publications based on in vitro, in vivo, and clinical studies and long consumption history support the safety and health benefits of Bifidobacterium strains. The ingestion of yogurt fortified with B. longum reduced harmful bacteria such as Enterobacteriaceae, Streptococcus and C. perfringens, while at the same time alter the microbiota gut profile of volunteers with a significant increase of beneficial microbes Bifidobacterium and Lactobacillus species. Additionally, putrefactive substances in the intestinal environment were also reduced in the presence of the probiotic supplement. Such findings suggest that Bifidobacterium strains are safe and could be used further to evaluate its effect in modulating gut health of children.

Our previous study involving probiotic (Bifidobacterium infantis YLGB-1496) in children with respiratory symptoms (human ethics approval number JEP-2023-074) shows good compliance without any adverse effects. Preliminary clinical assessments have also shown positive feedbacks from parents and guardians. Thus, the aim of the present study is to evaluate the same objectives as before, in healthy children.",13.233333333333333
NCT06471309,"The purpose of this study was to observe the effect of Theta burst transcranial magnetic stimulation (TBS) on swallowing function in patients with dysphagia after stroke (PSD). Functional near- infrared spectroscopy (fNIRS) was used to detect the changes in activation and functional connectivity of related brain regions in PSD patients treated with intermittent TBSï¼ˆiTBSï¼‰stimulation on the affected side and consistent TBSï¼ˆcTBSï¼‰ stimulation on the healthy side. To investigate the effects of TBS on swallowing related cortical excitability in stroke patients with dysphagia and explore its possible mechanism, and provide theoretical basis for the treatment of PSD patients.",16.733333333333334
NCT06481761,"Eligible patients will be examined for fulfilling the inclusion criteria. All the recruited patients need extraction of upper first premolars followed by canine retraction with maximum anchorage.

The patients will be randomly allocated to one of the two groups; either Double slot brackets or single slot-brackets group.

In Double slot bracket group, Canine retraction will be made on two 0.016'' StSt round wires, each in one of the slots of the double slot brackets. while in single slot-bracket group, Retraction will be made on one 0.017''Ã—0.025'' rectangular StSt arch wire .

The patients will be seen on a monthly basis for follow up visit for reactivation of retraction to maintain constant force during the study. An impression will be taken for the patients every visit, fabricated dental models will be digitally scanned. The scanned models will be used to monitor the rate of canine retraction.

Every patient will be asked to take a CBCT image of the upper arch pre Retraction and after the completion of study duration (3 months). After data collection, assessors will carry on the measurements blindly. Statistical analysis of the data will be done and the results will be compared to evaluate the effectiveness of both techniques for canine retraction.",3.066666666666667
NCT06475599,To demonstrate that anlotinib hydrochloride capsules combined with TQB2450 injection can significantly prolong progression-free survival (PFS) compared with chemotherapy in patients with recurrent or metastatic endometrial cancer that is non- microsatellite instability high (non-MSI-H) or DNA mismatch repair deficient (non-dMMR).,41.6
NCT06482008,"This is an open, single-arm clinical study to observe and evaluate the efficacy and safety of first-line treatment of patients with stage C hepatocellular carcinoma of BCLC at HAIC in combination with adebrelimab and apatinib.

Patients with stage C hepatocellular carcinoma of BCLC who have not received prior systemic therapy and cannot be resected will be selected for the study. The study has objective response rate (ORR) as the primary study endpoint and is planned to enroll 33 subjects. Patients eligible for enrollment will receive HAIC in combination with adebrelimab and apatinib.

Subjects will receive study treatment after being fully informed and signing an informed consent form and being screened for eligibility.HAIC treatment (FOLFOX regimen) will be administered every 3 weeks until 6 treatments have been completed or HAIC treatment is terminated if the patient experiences intolerable adverse effects before 6 treatments have been achieved; adebrelimab, fixed dose 1200 mg, IV, D1, every 21 days (Q3W), in combination with Apatinib, 250 mg (0.25 g), orally, once daily (QD), administered consecutively in 3-week (21-day) treatment cycles. Study treatment will continue until the subject develops an intolerable toxic reaction, withdraws informed consent, and progresses in accordance with RECIST v1.1 disease progression as identified by the investigator (after the subject has progressed in accordance with the definition of RECIST v1.1, the subject may continue to receive study drug if the investigator assesses that the subject is still clinically beneficial and can tolerate the study treatment, or, if it is deemed that the subject no longer has clinical benefit, then treatment may be terminated), or other termination criteria specified in the protocol, whichever occurs first.

Subjects will all have a safety visit at D1 of each treatment cycle after enrollment in the study, and will continue to have a safety visit and survival follow-up after completion of treatment.

Tumor imaging assessment will be performed every 6 weeks after enrollment to assess efficacy. Additional imaging examinations and assessments may be performed at any time during the study if clinically indicated. Tumor imaging assessment will continue until there is disease progression confirmed by the investigator according to RECIST v1.1 criteria or termination of treatment, whichever occurs later. For subjects who end treatment for reasons other than investigator-confirmed disease progression (according to RECIST v1.1), regular follow-up tumor imaging assessments will also continue after the end of treatment.

If the subject withdraws consent, has started other anti-tumour therapy (other than PCPs) or dies prior to the occurrence of investigator-confirmed disease progression according to RECIST v1.1 criteria or termination of treatment, no further imaging assessment will be required. If the subject does not meet the above termination criteria for imaging assessment, the assessment of tumour efficacy for all three efficacy assessment criteria (RECIST v1.1, mRECIST, imRECIST) will need to be continued even if there is disease progression for one of the efficacy assessment criteria.",18.7
NCT06477770,"Cesarean section is one of the most performed surgical interventions at the Maternal and Child Hospital. Infection and dehiscence of the surgical site are some of the most common complications in post-cesarean section patients. The Honduran population, like those around the world, is susceptible to surgical site infections due to several risk factors and depends on each patient. Regarding the patients treated at the Maternal and Child Hospital, a surgical site risk of approximately 2-3% is estimated. Therefore, the investigators consider it beneficial to look for alternatives to treating surgical infections that help to reduce hospital time. Granulated sucrose has previously been used as a method for treating surgical wounds, however, no trial has been conducted to determine the benefits of its use.

Therefore, the investigators consider that it will be beneficial for the Gynecology and Obstetrics service of the Maternal and Child Hospital, especially the Septic ward, to carry out a study that helps to determine if the use of granulated sucrose reduces the hospitalization time of patients with infection and dehiscence of the surgical site due to cesarean section, as well as replacing the use of other methods that must be paid for by the patients.",4.033333333333333
NCT06470373,"This is a phase 3 clinical trial to compare efficacy, safety, tolerability and immunogenicity of RBS-001 to EyleaÂ® in subjects with neovascular age-related macular degeneration. A total of 434 subjects will be enrolled in the sponsor-selected study institutions.

The test group will be 217 subjects (including approximately 20 subjects for the exploratory assessment of PK) and the control group will be 217 subjects (including approximately 20 subjects for the exploratory assessment of PK).

Overall study period is approximately 24 months from the date of approval by the Institutional Review Board (IRB) or the Independent Ethics Committee (IEC). Study period for individual subjects is approximately 56 weeks (up to 28 days of screening + 48 weeks of treatment + 4 weeks of follow-up).",24.33333333333333
NCT06475937,"This is a Phase 1, multicenter, openlabel, first-in-human (FIH), doseescalation and dose expansion study to evaluate the safety, tolerability, PK, and preliminary efficacy of DM001 in subjects with advanced solid tumors.

DM001, a bispecific ADC developed using fully human antibodies with a common light chain, which targets TROP2 and EGFR.

DM001 is sterile yellowish-green lyophilized powder for IV infusion.

Subjects with solid malignant tumors will be treated with DM001 on Day 1 once Q3W (dose adjustments may be required depending on the safety profile and PK data of each dose).",24.73333333333333
NCT06480500,"Approximately four thousand Canadians die by suicide every year, and suicide is the second leading cause of death in youth and young adults (15-34 years). Most people with depression experience thoughts of suicide and many will also plan and/or attempt suicide at some time in their life. There is an urgent need for new scalable treatments that can effectively reduce suicidality in people with depression.

Cognitive behavioural therapy (CBT) reduces suicidal thoughts and behaviours, and can be delivered through the internet (i-CBT) making it more accessible and scalable. However, i-CBT has not been shown to rapidly reduce suicidal thoughts and behaviours (suicidality), such as within 24 hours. IV ketamine on the other hand has been shown to rapidly reduce thoughts of suicide, but not suicidal behaviours.

Therefore, combining i-CBT with IV ketamine may be more effective reducing suicidality than i-CBT treatment with a control treatment.

The investigators propose a 13-week, multi-site, study that looks at how combining i-CBT and IV ketamine treatment will affect suicidality in individuals with depression who have recently experienced suicidal thoughts and/or behaviours, but have not responded to previous treatment. All 110 participants will receive a weekly session of i-CBT for 13 weeks, but half will be randomly assigned to also receive six IV ketamine treatments or six IV midazolam treatments (control treatment) over the first initial 30 days. The investigators will measure changes in suicidal thoughts and behaviours before drug treatment and at the primary endpoint (i.e.,day 30), and after 3 months (i.e. Day 91) of the starting treatment.",15.166666666666666
NCT06481891,The main purpose of the study is to determine the changes in symptoms and functional limitations in participants with symptomatic hypertrophic cardiomyopathy (HCM) treated with sotagliflozin as compared to placebo.,24.433333333333334
NCT06475690,"The goal of this clinical trial is to learn if psychological interventions alleviate the anxious emotion of women undergoing oocyte retrieval operation with general anesthesia.

The main questions it aims to answer are:

If psychological interventions reduced participants' anxiety scores before the oocyte retrieval operation. Researchers will compare psychological interventions to no interventions to see if psychological interventions work to alleviate anxious emotion. Questionnaires related anxiety were completed online before surgery by participants.",12.333333333333334
NCT06478108,"Malignant solid tumors including lung and liver cancers are the most common malignancy worldwide, and their mortality rates are very high. China has a huge population base with about 4,000,000 new cancer cases each year. More than 60% of the solid tumors in China are diagnosed at mid-to-late stage and have lost the chance of surgery. Recently a lot of therapeutic strategies have been developed and applied to clinic including targeted therapy and immunotherapy, but the overall therapeutic efficiency is still low. It is very difficult to treat patients with recurrent/refractory/metastatic advanced solid cancers and more alternative therapies are urgently needed.

Antibodies against CTLA4, PD1 and PDL1 are representative drugs for the check-points inhibitory agents, and their clinical indications have been approved in various types of tumors, including advanced melanoma, non-small cell lung cancer, renal cell carcinoma, and classical Hodgkin's lymphoma and late recurrent head and neck squamous cell carcinoma patients, et al. Those drugs are regularly systemically administrated by vein infusion, however, local delivery of those drugs via interventional radiology technique including trans-artery or intra-tumor injection may increase the local drug concentration of the tumor, improve the efficacy, and reduce systemic adverse reactions. CTLA4 antibody ipilimumab has been widely effectively using to combine with PD1 or PDL1 antibody or other drugs, therefore, an AI-based medical software has been developed to help to determine the detailed combinations and dosages according to personalized medical condition such as sex, body weight, key organ functions, tumor types and their PDL1 level, status of MSI and TMB, previous treatment, et. al. This software, named interventional radiology appliable software for muti-immunothepy (IRSW-MIM), will be assessed by clinical applications on cancer patients.

This phase II clinical trial is to test the the safety, efficacy and survival benefit of the IRSW-MIM guided immunotherapy for advanced solid tumors, including PFS, ORR, DCT, and median survival time.",57.8
NCT06472505,"Neoveil, the main component, is polyglycolic acid (PGA), which is a kind of absorbable material, and is made into a soft and tension non-woven material by special processing with good tissue compatibility and degradability. In the human body, its strength will gradually decrease due to hydrolysis, and will eventually be absorbed and metabolized. In the process of absorption, at first its strength is reduced, then the mass will gradually decrease, and it will be completely absorbed after about 15 weeks. At present, the United States, Europe, Australia, China and South Korea have been marketed, it is applied to the spine , pituitary tumors , skull base tumors and aneurysm surgery,etc. inthe related field of Neurosurgery in foreign countries. It can prevent the leakage of cerebrospinal fluid, and reduce the postoperative hospital stay and the probability of complications after surgery. There is a license from the TFDA. In clinical, it can be used in the sutures of parts or fragile organs that do not need to be healed for a long time, such as the lung, liver, and digestive tract, by suture (thick slice and tube type) or adhesion (Sheet) In the tissue, it can strengthen the compressive ability of the local tissue, prevent the suture thread from splitting the suture tissue, prevent the lung tissue from leaking, reduce the blood and fluid leakage from the surgical site, and reduce the postoperative hospital stay and after the operation The complication rate .",25.366666666666667
NCT06472856,A pilot study to assess the acceptability and efficacy of acupuncture in alleviating vasomotor symptoms (hot flushes and night sweats) in Irish patients with prostate cancer receiving androgen deprivation therapy.,6.133333333333334
NCT06474039,This study aims to demonstrate the effects of triple therapy (ICS/LABA/LAMA) and dual bronchodilators (LAMA/LABA) on air trapping in the lungs' COPD patients and inflammatory mediators,24.33333333333333
